"Name","R@1",Facet
"DINO_VLAD/l11_token_c128/Oxford/dino_vits8","0.3821989528795812",Token
"DINO_VLAD/l11_value_c128/Oxford/dino_vits8","0.3769633507853403",Value
"DINO_VLAD/l11_query_c128/Oxford/dino_vits8","0.225130890052356",Query
"DINO_VLAD/l11_key_c128/Oxford/dino_vits8","0.2774869109947644",Key
