"Name","R@1",Facet
"DINO_VLAD/l9_value_c128/baidu_datasets/dino_vits8","0.6845549738219895",Value
"DINO_VLAD/l9_token_c128/baidu_datasets/dino_vits8","0.6644851657940664",Token
"DINO_VLAD/l9_key_c128/baidu_datasets/dino_vits8","0.6086387434554974",Key
"DINO_VLAD/l9_query_c128/baidu_datasets/dino_vits8","0.5824607329842932",Query
