"Name","R@1",Facet
"DINO_VLAD/l11_token_c128/baidu_datasets/dino_vits8","0.6583769633507853",Token
"DINO_VLAD/l11_value_c128/baidu_datasets/dino_vits8","0.681064572425829",Value
"DINO_VLAD/l11_query_c128/baidu_datasets/dino_vits8","0.650087260034904",Query
"DINO_VLAD/l11_key_c128/baidu_datasets/dino_vits8","0.6326352530541012",Key
